sequence_id,coeff_0,coeff_1,coeff_2,coeff_3,param_0,param_1,param_2,param_3,sequence_path
1178,0.0977,0.3338,0.2284,0.3401,-1.0,0.7145,0.1252,1.3083,/home/users/gangus/data_06-19-19_processed/sequence_1178.npy
13252,0.1688,0.3468,0.3204,0.16399999999999998,-1.0,0.6995,0.0405,8.5792,/home/users/gangus/data_06-19-19_processed/sequence_13252.npy
18532,0.4217,0.1431,0.2733,0.1619,-1.0,0.3492,0.769,5.1461,/home/users/gangus/data_06-19-19_processed/sequence_18532.npy
10883,0.3384,0.0078,0.2416,0.4121,-1.0,0.1402,0.3117,4.0043,/home/users/gangus/data_06-19-19_processed/sequence_10883.npy
8318,0.0704,0.1367,0.3564,0.4366,-1.0,0.83,0.5021,1.7288,/home/users/gangus/data_06-19-19_processed/sequence_8318.npy
6744,0.2398,0.0703,0.3569,0.33299999999999996,-1.0,0.6539,0.7205,8.1748,/home/users/gangus/data_06-19-19_processed/sequence_6744.npy
16976,0.0266,0.4748,0.2168,0.2818,-1.0,0.8078,0.441,5.388999999999999,/home/users/gangus/data_06-19-19_processed/sequence_16976.npy
6987,0.326,0.4112,0.162,0.1008,-1.0,0.3192,0.4796,5.8261,/home/users/gangus/data_06-19-19_processed/sequence_6987.npy
8144,0.1333,0.278,0.4187,0.17,-1.0,0.36700000000000005,0.7223,3.9372,/home/users/gangus/data_06-19-19_processed/sequence_8144.npy
2984,0.3573,0.0711,0.3351,0.2364,-1.0,0.1557,0.8412,2.2012,/home/users/gangus/data_06-19-19_processed/sequence_2984.npy
8089,0.5541,0.0914,0.2148,0.1397,-1.0,0.5992,0.4282,5.6283,/home/users/gangus/data_06-19-19_processed/sequence_8089.npy
16210,0.3419,0.2215,0.2429,0.1937,-1.0,0.3646,0.4985,7.7867,/home/users/gangus/data_06-19-19_processed/sequence_16210.npy
14109,0.1465,0.4566,0.28300000000000003,0.1139,-1.0,0.2012,0.2797,4.1464,/home/users/gangus/data_06-19-19_processed/sequence_14109.npy
17873,0.1418,0.2215,0.5608,0.0759,-1.0,0.3036,0.7284,2.7921,/home/users/gangus/data_06-19-19_processed/sequence_17873.npy
16396,0.2632,0.2538,0.1455,0.3376,-1.0,0.5082,0.1544,8.9398,/home/users/gangus/data_06-19-19_processed/sequence_16396.npy
1480,0.6564,0.0549,0.2302,0.0585,-1.0,0.3594,0.4718,1.864,/home/users/gangus/data_06-19-19_processed/sequence_1480.npy
4727,0.1226,0.2281,0.369,0.2802,-1.0,0.1607,0.8044,4.5173,/home/users/gangus/data_06-19-19_processed/sequence_4727.npy
12373,0.1586,0.3154,0.2467,0.2793,-1.0,0.7993,0.2075,2.3328,/home/users/gangus/data_06-19-19_processed/sequence_12373.npy
11614,0.4145,0.0122,0.1178,0.4556,-1.0,0.5821,0.4609,3.3714,/home/users/gangus/data_06-19-19_processed/sequence_11614.npy
1669,0.0775,0.5665,0.2777,0.0783,-1.0,0.7196,0.4057,7.528,/home/users/gangus/data_06-19-19_processed/sequence_1669.npy
9735,0.3958,0.1189,0.4537,0.0316,-1.0,0.1175,0.0761,3.0672,/home/users/gangus/data_06-19-19_processed/sequence_9735.npy
16433,0.2243,0.0922,0.1413,0.5422,-1.0,0.8095,0.1323,4.4941,/home/users/gangus/data_06-19-19_processed/sequence_16433.npy
4779,0.2786,0.1401,0.3386,0.2427,-1.0,0.2636,0.0892,2.9844,/home/users/gangus/data_06-19-19_processed/sequence_4779.npy
5543,0.0229,0.3198,0.3228,0.3345,-1.0,0.1194,0.8812,4.4284,/home/users/gangus/data_06-19-19_processed/sequence_5543.npy
10522,0.3592,0.0474,0.355,0.2384,-1.0,0.2357,0.9639,4.7739,/home/users/gangus/data_06-19-19_processed/sequence_10522.npy
8804,0.3292,0.1885,0.2834,0.1989,-1.0,0.11199999999999999,0.5953,4.9978,/home/users/gangus/data_06-19-19_processed/sequence_8804.npy
16633,0.3553,0.2906,0.1354,0.2186,-1.0,0.5936,0.1396,1.3126,/home/users/gangus/data_06-19-19_processed/sequence_16633.npy
6039,0.3278,0.0858,0.1546,0.4318,-1.0,0.3528,0.7216,7.3308,/home/users/gangus/data_06-19-19_processed/sequence_6039.npy
7373,0.3527,0.0804,0.4066,0.1604,-1.0,0.6144,0.6943,9.7318,/home/users/gangus/data_06-19-19_processed/sequence_7373.npy
8941,0.442,0.1686,0.0675,0.3219,-1.0,0.2703,0.6972,5.416,/home/users/gangus/data_06-19-19_processed/sequence_8941.npy
2230,0.0317,0.1593,0.2868,0.5222,-1.0,0.888,0.7813,5.1786,/home/users/gangus/data_06-19-19_processed/sequence_2230.npy
11916,0.1135,0.3109,0.4229,0.1528,-1.0,0.6757,0.4671,8.3332,/home/users/gangus/data_06-19-19_processed/sequence_11916.npy
13992,0.2296,0.3202,0.3325,0.1177,-1.0,0.3005,0.4849,7.4971,/home/users/gangus/data_06-19-19_processed/sequence_13992.npy
5323,0.2137,0.1623,0.3566,0.2673,-1.0,0.6566,0.3894,9.6314,/home/users/gangus/data_06-19-19_processed/sequence_5323.npy
17532,0.0169,0.2884,0.3033,0.3914,-1.0,0.1242,0.3506,1.7358,/home/users/gangus/data_06-19-19_processed/sequence_17532.npy
1342,0.0685,0.3268,0.423,0.1817,-1.0,0.8727,0.7512,4.4681,/home/users/gangus/data_06-19-19_processed/sequence_1342.npy
1600,0.4407,0.2263,0.2386,0.0944,-1.0,0.1786,0.3471,3.4005,/home/users/gangus/data_06-19-19_processed/sequence_1600.npy
4243,0.4803,0.2357,0.1492,0.1348,-1.0,0.1921,0.8004,8.9309,/home/users/gangus/data_06-19-19_processed/sequence_4243.npy
14164,0.2144,0.4629,0.2717,0.0511,-1.0,0.1513,0.8905,2.2964,/home/users/gangus/data_06-19-19_processed/sequence_14164.npy
2331,0.3039,0.2279,0.1183,0.3498,-1.0,0.1374,0.5912,7.0803,/home/users/gangus/data_06-19-19_processed/sequence_2331.npy
17316,0.3296,0.2613,0.1501,0.259,-1.0,0.2958,0.7579,2.6514,/home/users/gangus/data_06-19-19_processed/sequence_17316.npy
18372,0.3392,0.1487,0.2768,0.2353,-1.0,0.2935,0.5928,4.2074,/home/users/gangus/data_06-19-19_processed/sequence_18372.npy
8093,0.3474,0.2544,0.0688,0.3294,-1.0,0.8401,0.682,9.3975,/home/users/gangus/data_06-19-19_processed/sequence_8093.npy
1105,0.1314,0.1316,0.4261,0.311,-1.0,0.3193,0.9779,3.3668,/home/users/gangus/data_06-19-19_processed/sequence_1105.npy
10875,0.1555,0.0735,0.738,0.0331,-1.0,0.617,0.7069,6.8733,/home/users/gangus/data_06-19-19_processed/sequence_10875.npy
9212,0.2789,0.0107,0.365,0.3454,-1.0,0.1145,0.5152,7.9635,/home/users/gangus/data_06-19-19_processed/sequence_9212.npy
13910,0.2498,0.1923,0.2059,0.3521,-1.0,0.3887,0.5069,1.5801,/home/users/gangus/data_06-19-19_processed/sequence_13910.npy
18227,0.0865,0.2973,0.2658,0.3504,-1.0,0.8288,0.5892,5.5923,/home/users/gangus/data_06-19-19_processed/sequence_18227.npy
13322,0.441,0.1604,0.2709,0.1278,-1.0,0.2816,0.9166,8.6081,/home/users/gangus/data_06-19-19_processed/sequence_13322.npy
14798,0.24,0.3334,0.2881,0.1386,-1.0,0.8515,0.7562,7.6868,/home/users/gangus/data_06-19-19_processed/sequence_14798.npy
18529,0.2096,0.2226,0.47200000000000003,0.0958,-1.0,0.2568,0.4616,1.3875,/home/users/gangus/data_06-19-19_processed/sequence_18529.npy
7827,0.2813,0.3279,0.2323,0.1586,-1.0,0.4477,0.8918,2.1786,/home/users/gangus/data_06-19-19_processed/sequence_7827.npy
13102,0.2417,0.2617,0.3015,0.1952,-1.0,0.1343,0.3933,9.0219,/home/users/gangus/data_06-19-19_processed/sequence_13102.npy
4207,0.1871,0.3164,0.1897,0.3068,-1.0,0.5709,0.2032,7.968,/home/users/gangus/data_06-19-19_processed/sequence_4207.npy
10854,0.4125,0.177,0.3286,0.0819,-1.0,0.5504,0.6709999999999999,3.9266,/home/users/gangus/data_06-19-19_processed/sequence_10854.npy
12763,0.2988,0.2705,0.0861,0.3446,-1.0,0.2219,0.9384,6.4308,/home/users/gangus/data_06-19-19_processed/sequence_12763.npy
1814,0.1293,0.3993,0.1169,0.3545,-1.0,0.6789,0.8677,5.4611,/home/users/gangus/data_06-19-19_processed/sequence_1814.npy
11264,0.1691,0.3763,0.1976,0.257,-1.0,0.3217,0.0837,8.3426,/home/users/gangus/data_06-19-19_processed/sequence_11264.npy
1986,0.0031,0.2712,0.5642,0.1615,-1.0,0.4912,0.3739,8.4242,/home/users/gangus/data_06-19-19_processed/sequence_1986.npy
12840,0.0868,0.1197,0.4437,0.3498,-1.0,0.8556,0.3252,4.111000000000001,/home/users/gangus/data_06-19-19_processed/sequence_12840.npy
9758,0.2863,0.1433,0.2828,0.2876,-1.0,0.8006,0.7108,8.5076,/home/users/gangus/data_06-19-19_processed/sequence_9758.npy
5171,0.1132,0.3277,0.24,0.319,-1.0,0.5849,0.4835,7.8395,/home/users/gangus/data_06-19-19_processed/sequence_5171.npy
17028,0.129,0.3268,0.257,0.2872,-1.0,0.8205,0.6407,7.2103,/home/users/gangus/data_06-19-19_processed/sequence_17028.npy
6241,0.1978,0.2754,0.1338,0.39299999999999996,-1.0,0.3785,0.0357,1.4067,/home/users/gangus/data_06-19-19_processed/sequence_6241.npy
6884,0.1038,0.2286,0.0338,0.6338,-1.0,0.6667,0.4423,8.9559,/home/users/gangus/data_06-19-19_processed/sequence_6884.npy
5833,0.1631,0.0529,0.5523,0.2317,-1.0,0.3579,0.9944,3.2406,/home/users/gangus/data_06-19-19_processed/sequence_5833.npy
10275,0.3892,0.0494,0.1725,0.3889,-1.0,0.29,0.3908,3.9651,/home/users/gangus/data_06-19-19_processed/sequence_10275.npy
17759,0.4097,0.3981,0.0304,0.1617,-1.0,0.6920000000000001,0.7228,4.0954,/home/users/gangus/data_06-19-19_processed/sequence_17759.npy
6433,0.3059,0.4297,0.2108,0.0537,-1.0,0.1881,0.2107,8.9906,/home/users/gangus/data_06-19-19_processed/sequence_6433.npy
18425,0.1214,0.4782,0.2511,0.1493,-1.0,0.8287,0.6813,2.4327,/home/users/gangus/data_06-19-19_processed/sequence_18425.npy
17357,0.1365,0.2747,0.3151,0.2737,-1.0,0.4892,0.5661,9.0764,/home/users/gangus/data_06-19-19_processed/sequence_17357.npy
1409,0.2436,0.3884,0.0172,0.3507,-1.0,0.1682,0.2888,5.8953,/home/users/gangus/data_06-19-19_processed/sequence_1409.npy
3449,0.071,0.318,0.3096,0.3014,-1.0,0.5871,0.5815,4.6427,/home/users/gangus/data_06-19-19_processed/sequence_3449.npy
5956,0.2061,0.3597,0.1612,0.273,-1.0,0.8635,0.2213,7.794,/home/users/gangus/data_06-19-19_processed/sequence_5956.npy
19433,0.2158,0.3756,0.4067,0.0019,-1.0,0.6987,0.7611,1.5931,/home/users/gangus/data_06-19-19_processed/sequence_19433.npy
2189,0.3897,0.3446,0.0415,0.2241,-1.0,0.6181,0.7190000000000001,8.6146,/home/users/gangus/data_06-19-19_processed/sequence_2189.npy
7345,0.4279,0.0148,0.4088,0.1485,-1.0,0.4926,0.1089,1.9482,/home/users/gangus/data_06-19-19_processed/sequence_7345.npy
7533,0.4258,0.3008,0.1623,0.1111,-1.0,0.6181,0.7586,1.7034,/home/users/gangus/data_06-19-19_processed/sequence_7533.npy
11713,0.31,0.2701,0.3617,0.0582,-1.0,0.5534,0.0671,6.6343,/home/users/gangus/data_06-19-19_processed/sequence_11713.npy
428,0.2006,0.2968,0.1245,0.37799999999999995,-1.0,0.6664,0.8599,9.936,/home/users/gangus/data_06-19-19_processed/sequence_428.npy
3382,0.11,0.1719,0.0821,0.6359,-1.0,0.3213,0.7432,6.7216,/home/users/gangus/data_06-19-19_processed/sequence_3382.npy
15192,0.2828,0.2274,0.1724,0.3174,-1.0,0.3496,0.5291,7.1809,/home/users/gangus/data_06-19-19_processed/sequence_15192.npy
4396,0.2195,0.1129,0.624,0.0437,-1.0,0.2917,0.5588,1.6988,/home/users/gangus/data_06-19-19_processed/sequence_4396.npy
7456,0.0405,0.4748,0.4164,0.0682,-1.0,0.2881,0.1909,5.7697,/home/users/gangus/data_06-19-19_processed/sequence_7456.npy
16181,0.4844,0.3783,0.1044,0.0328,-1.0,0.8675,0.2457,8.9587,/home/users/gangus/data_06-19-19_processed/sequence_16181.npy
10510,0.3018,0.1513,0.3226,0.2243,-1.0,0.785,0.7126,5.8142,/home/users/gangus/data_06-19-19_processed/sequence_10510.npy
13666,0.1463,0.0129,0.2771,0.5637,-1.0,0.1679,0.7623,1.954,/home/users/gangus/data_06-19-19_processed/sequence_13666.npy
13909,0.3576,0.205,0.3093,0.1281,-1.0,0.1335,0.1767,4.6128,/home/users/gangus/data_06-19-19_processed/sequence_13909.npy
14026,0.2682,0.3993,0.2271,0.1053,-1.0,0.1047,0.9459,6.4193,/home/users/gangus/data_06-19-19_processed/sequence_14026.npy
18676,0.3739,0.2423,0.3816,0.0021,-1.0,0.1026,0.4124,5.4468,/home/users/gangus/data_06-19-19_processed/sequence_18676.npy
5618,0.3185,0.0388,0.0732,0.5696,-1.0,0.4779,0.6996,6.5127,/home/users/gangus/data_06-19-19_processed/sequence_5618.npy
7852,0.385,0.0882,0.3459,0.1809,-1.0,0.8067,0.5549,7.0653,/home/users/gangus/data_06-19-19_processed/sequence_7852.npy
3598,0.0264,0.2883,0.4082,0.2771,-1.0,0.2172,0.1882,9.0291,/home/users/gangus/data_06-19-19_processed/sequence_3598.npy
10070,0.0719,0.3332,0.3274,0.2675,-1.0,0.79,0.0744,8.1584,/home/users/gangus/data_06-19-19_processed/sequence_10070.npy
1010,0.0303,0.1477,0.7619,0.0601,-1.0,0.3133,0.5417,5.0599,/home/users/gangus/data_06-19-19_processed/sequence_1010.npy
10337,0.0674,0.0883,0.4894,0.355,-1.0,0.4871,0.9346,5.6071,/home/users/gangus/data_06-19-19_processed/sequence_10337.npy
11868,0.0479,0.7057,0.094,0.1524,-1.0,0.5869,0.1518,4.9848,/home/users/gangus/data_06-19-19_processed/sequence_11868.npy
11055,0.1099,0.1911,0.3606,0.3385,-1.0,0.1701,0.9248,8.9617,/home/users/gangus/data_06-19-19_processed/sequence_11055.npy
10798,0.3982,0.2229,0.1002,0.2787,-1.0,0.4295,0.7722,8.3512,/home/users/gangus/data_06-19-19_processed/sequence_10798.npy
15348,0.3742,0.3578,0.0701,0.1978,-1.0,0.8416,0.1253,1.7879,/home/users/gangus/data_06-19-19_processed/sequence_15348.npy
16529,0.2611,0.2566,0.0823,0.3999,-1.0,0.1282,0.2548,8.0785,/home/users/gangus/data_06-19-19_processed/sequence_16529.npy
18202,0.4003,0.2536,0.0292,0.3169,-1.0,0.3325,0.8133,4.7,/home/users/gangus/data_06-19-19_processed/sequence_18202.npy
773,0.0714,0.3992,0.1615,0.3678,-1.0,0.6813,0.7517,4.5509,/home/users/gangus/data_06-19-19_processed/sequence_773.npy
3654,0.0586,0.4984,0.3994,0.0436,-1.0,0.6778,0.0592,7.9013,/home/users/gangus/data_06-19-19_processed/sequence_3654.npy
844,0.1115,0.627,0.2046,0.0569,-1.0,0.2443,0.5242,8.6282,/home/users/gangus/data_06-19-19_processed/sequence_844.npy
7711,0.4005,0.0649,0.409,0.1256,-1.0,0.4527,0.2701,7.9474,/home/users/gangus/data_06-19-19_processed/sequence_7711.npy
8528,0.2627,0.1674,0.494,0.076,-1.0,0.2614,0.828,9.1083,/home/users/gangus/data_06-19-19_processed/sequence_8528.npy
19842,0.3773,0.0353,0.2035,0.384,-1.0,0.8243,0.3755,2.0851,/home/users/gangus/data_06-19-19_processed/sequence_19842.npy
5241,0.1774,0.2199,0.5165,0.0861,-1.0,0.6823,0.4863,8.8261,/home/users/gangus/data_06-19-19_processed/sequence_5241.npy
5230,0.3309,0.4687,0.1303,0.0701,-1.0,0.5667,0.9103,8.3525,/home/users/gangus/data_06-19-19_processed/sequence_5230.npy
6500,0.3078,0.1236,0.3949,0.1737,-1.0,0.37,0.5663,4.7691,/home/users/gangus/data_06-19-19_processed/sequence_6500.npy
18967,0.3919,0.1448,0.3946,0.0687,-1.0,0.4273,0.7356,5.5147,/home/users/gangus/data_06-19-19_processed/sequence_18967.npy
3131,0.1709,0.6536,0.0221,0.1534,-1.0,0.2122,0.1032,7.502999999999999,/home/users/gangus/data_06-19-19_processed/sequence_3131.npy
12926,0.4327,0.313,0.138,0.1164,-1.0,0.4004,0.8389,5.5954,/home/users/gangus/data_06-19-19_processed/sequence_12926.npy
16535,0.33799999999999997,0.1685,0.3315,0.162,-1.0,0.1058,0.2498,6.9110000000000005,/home/users/gangus/data_06-19-19_processed/sequence_16535.npy
15245,0.3979,0.5537,0.0201,0.0284,-1.0,0.2305,0.397,9.1727,/home/users/gangus/data_06-19-19_processed/sequence_15245.npy
16063,0.3497,0.1764,0.1572,0.3166,-1.0,0.4789,0.1302,1.5039,/home/users/gangus/data_06-19-19_processed/sequence_16063.npy
16170,0.0858,0.3098,0.2713,0.3331,-1.0,0.1284,0.2617,1.9647,/home/users/gangus/data_06-19-19_processed/sequence_16170.npy
9259,0.0406,0.5783,0.0723,0.3088,-1.0,0.4845,0.1575,9.4331,/home/users/gangus/data_06-19-19_processed/sequence_9259.npy
1418,0.4724,0.1124,0.1031,0.3121,-1.0,0.4602,0.3343,1.0514,/home/users/gangus/data_06-19-19_processed/sequence_1418.npy
7511,0.3703,0.3903,0.1429,0.0964,-1.0,0.2592,0.9831,9.2338,/home/users/gangus/data_06-19-19_processed/sequence_7511.npy
14366,0.3117,0.0933,0.3551,0.2399,-1.0,0.7806,0.4196,2.0998,/home/users/gangus/data_06-19-19_processed/sequence_14366.npy
12400,0.4591,0.1294,0.1478,0.2636,-1.0,0.2321,0.6328,1.6622,/home/users/gangus/data_06-19-19_processed/sequence_12400.npy
19032,0.3336,0.3081,0.0419,0.3164,-1.0,0.7615,0.8707,6.8316,/home/users/gangus/data_06-19-19_processed/sequence_19032.npy
16021,0.3438,0.1235,0.2954,0.2373,-1.0,0.5796,0.841,3.0775,/home/users/gangus/data_06-19-19_processed/sequence_16021.npy
11578,0.32,0.1848,0.349,0.1462,-1.0,0.8919,0.8389,4.5098,/home/users/gangus/data_06-19-19_processed/sequence_11578.npy
8592,0.1553,0.3897,0.0709,0.3841,-1.0,0.7088,0.1431,9.0781,/home/users/gangus/data_06-19-19_processed/sequence_8592.npy
3719,0.1499,0.1394,0.3916,0.319,-1.0,0.5488,0.1178,5.4775,/home/users/gangus/data_06-19-19_processed/sequence_3719.npy
16998,0.3167,0.2754,0.1742,0.2336,-1.0,0.2241,0.5003,6.931,/home/users/gangus/data_06-19-19_processed/sequence_16998.npy
5078,0.3052,0.1539,0.2815,0.2594,-1.0,0.6479,0.1877,1.6949,/home/users/gangus/data_06-19-19_processed/sequence_5078.npy
18575,0.3334,0.1592,0.2587,0.2486,-1.0,0.4976,0.2594,8.3697,/home/users/gangus/data_06-19-19_processed/sequence_18575.npy
19581,0.4673,0.26,0.0452,0.2276,-1.0,0.7193,0.2671,7.813,/home/users/gangus/data_06-19-19_processed/sequence_19581.npy
16241,0.3636,0.2439,0.055,0.3375,-1.0,0.5227,0.307,1.3869999999999998,/home/users/gangus/data_06-19-19_processed/sequence_16241.npy
689,0.294,0.1821,0.3858,0.1381,-1.0,0.5097,0.276,8.2151,/home/users/gangus/data_06-19-19_processed/sequence_689.npy
16193,0.2695,0.3261,0.3981,0.0063,-1.0,0.8838,0.8753,3.9057,/home/users/gangus/data_06-19-19_processed/sequence_16193.npy
18855,0.3863,0.0457,0.45899999999999996,0.109,-1.0,0.1735,0.2159,8.5053,/home/users/gangus/data_06-19-19_processed/sequence_18855.npy
10945,0.5749,0.1362,0.067,0.222,-1.0,0.6815,0.805,7.4727,/home/users/gangus/data_06-19-19_processed/sequence_10945.npy
1093,0.3892,0.2983,0.1136,0.1989,-1.0,0.2059,0.6318,3.7832,/home/users/gangus/data_06-19-19_processed/sequence_1093.npy
15958,0.3834,0.2953,0.2323,0.0889,-1.0,0.5664,0.5169,1.1003,/home/users/gangus/data_06-19-19_processed/sequence_15958.npy
4025,0.0035,0.3594,0.4192,0.2178,-1.0,0.6084,0.2341,5.2154,/home/users/gangus/data_06-19-19_processed/sequence_4025.npy
5473,0.4162,0.3352,0.1313,0.1174,-1.0,0.8411,0.1209,2.1336,/home/users/gangus/data_06-19-19_processed/sequence_5473.npy
10367,0.1736,0.2821,0.2882,0.256,-1.0,0.7117,0.7547,8.9459,/home/users/gangus/data_06-19-19_processed/sequence_10367.npy
988,0.2044,0.3264,0.1843,0.2849,-1.0,0.7728,0.201,6.962000000000001,/home/users/gangus/data_06-19-19_processed/sequence_988.npy
18885,0.1607,0.3193,0.1172,0.4027,-1.0,0.1795,0.8791,1.2288,/home/users/gangus/data_06-19-19_processed/sequence_18885.npy
12720,0.0481,0.4512,0.3548,0.1459,-1.0,0.1548,0.0366,9.9734,/home/users/gangus/data_06-19-19_processed/sequence_12720.npy
3030,0.0111,0.3171,0.3876,0.2842,-1.0,0.2343,0.0452,2.6737,/home/users/gangus/data_06-19-19_processed/sequence_3030.npy
6058,0.3507,0.3586,0.0572,0.2335,-1.0,0.5869,0.2376,6.3022,/home/users/gangus/data_06-19-19_processed/sequence_6058.npy
18598,0.1189,0.2906,0.3355,0.255,-1.0,0.1214,0.9191,7.2348,/home/users/gangus/data_06-19-19_processed/sequence_18598.npy
4346,0.3828,0.0776,0.2333,0.3062,-1.0,0.2119,0.8144,3.7721,/home/users/gangus/data_06-19-19_processed/sequence_4346.npy
17086,0.1994,0.1642,0.0609,0.5756,-1.0,0.8886,0.2815,4.9048,/home/users/gangus/data_06-19-19_processed/sequence_17086.npy
13198,0.3725,0.1973,0.3095,0.1208,-1.0,0.5098,0.9006,1.6504,/home/users/gangus/data_06-19-19_processed/sequence_13198.npy
19638,0.2392,0.1905,0.4251,0.1452,-1.0,0.8338,0.6091,7.8592,/home/users/gangus/data_06-19-19_processed/sequence_19638.npy
8181,0.1374,0.1834,0.5201,0.1592,-1.0,0.1984,0.5147,7.6532,/home/users/gangus/data_06-19-19_processed/sequence_8181.npy
1269,0.3511,0.3853,0.1942,0.0693,-1.0,0.4973,0.0216,5.942,/home/users/gangus/data_06-19-19_processed/sequence_1269.npy
3812,0.17800000000000002,0.3544,0.2866,0.1811,-1.0,0.7726,0.2885,4.7267,/home/users/gangus/data_06-19-19_processed/sequence_3812.npy
2712,0.3772,0.2093,0.1501,0.2634,-1.0,0.1331,0.8814,3.6508,/home/users/gangus/data_06-19-19_processed/sequence_2712.npy
15066,0.0967,0.28,0.49200000000000005,0.1313,-1.0,0.4601,0.9827,5.211,/home/users/gangus/data_06-19-19_processed/sequence_15066.npy
2442,0.0652,0.4263,0.1983,0.3101,-1.0,0.21100000000000002,0.2312,2.0893,/home/users/gangus/data_06-19-19_processed/sequence_2442.npy
6581,0.3972,0.0229,0.0231,0.5568,-1.0,0.1035,0.4735,2.4621,/home/users/gangus/data_06-19-19_processed/sequence_6581.npy
17268,0.1549,0.2881,0.3239,0.2331,-1.0,0.1164,0.2207,7.5179,/home/users/gangus/data_06-19-19_processed/sequence_17268.npy
12662,0.0026,0.2534,0.3478,0.3961,-1.0,0.3849,0.9329,4.698,/home/users/gangus/data_06-19-19_processed/sequence_12662.npy
17854,0.142,0.327,0.3534,0.1776,-1.0,0.672,0.0384,5.5816,/home/users/gangus/data_06-19-19_processed/sequence_17854.npy
18325,0.3263,0.1897,0.4233,0.0607,-1.0,0.6951,0.3179,3.0895,/home/users/gangus/data_06-19-19_processed/sequence_18325.npy
1665,0.2453,0.1904,0.3168,0.2475,-1.0,0.1964,0.4952,4.3411,/home/users/gangus/data_06-19-19_processed/sequence_1665.npy
12186,0.2062,0.1794,0.2519,0.3625,-1.0,0.2547,0.8407,4.5263,/home/users/gangus/data_06-19-19_processed/sequence_12186.npy
1975,0.2217,0.3211,0.2371,0.2201,-1.0,0.2822,0.9931,4.3627,/home/users/gangus/data_06-19-19_processed/sequence_1975.npy
12997,0.0763,0.2402,0.2702,0.4133,-1.0,0.1185,0.1715,9.8583,/home/users/gangus/data_06-19-19_processed/sequence_12997.npy
5714,0.221,0.2543,0.3913,0.1335,-1.0,0.5737,0.4982,4.9179,/home/users/gangus/data_06-19-19_processed/sequence_5714.npy
2168,0.1762,0.4109,0.4114,0.0015,-1.0,0.6019,0.6253,1.331,/home/users/gangus/data_06-19-19_processed/sequence_2168.npy
11245,0.2178,0.33899999999999997,0.1081,0.3351,-1.0,0.7789,0.49,2.7777,/home/users/gangus/data_06-19-19_processed/sequence_11245.npy
2907,0.1505,0.3823,0.3608,0.1064,-1.0,0.6963,0.039,4.6771,/home/users/gangus/data_06-19-19_processed/sequence_2907.npy
11447,0.2161,0.2088,0.28300000000000003,0.2922,-1.0,0.3852,0.7839,2.434,/home/users/gangus/data_06-19-19_processed/sequence_11447.npy
231,0.4342,0.1379,0.1211,0.3068,-1.0,0.7422,0.9626,4.3696,/home/users/gangus/data_06-19-19_processed/sequence_231.npy
12879,0.3101,0.2071,0.1642,0.3186,-1.0,0.3488,0.792,3.603,/home/users/gangus/data_06-19-19_processed/sequence_12879.npy
13373,0.1656,0.1232,0.4066,0.3045,-1.0,0.7898,0.8835,4.3332,/home/users/gangus/data_06-19-19_processed/sequence_13373.npy
5154,0.373,0.0589,0.2041,0.364,-1.0,0.845,0.6019,6.9587,/home/users/gangus/data_06-19-19_processed/sequence_5154.npy
2833,0.3876,0.0886,0.2284,0.2954,-1.0,0.149,0.1201,5.1699,/home/users/gangus/data_06-19-19_processed/sequence_2833.npy
6651,0.3606,0.013000000000000001,0.5544,0.07200000000000001,-1.0,0.8032,0.5786,7.939,/home/users/gangus/data_06-19-19_processed/sequence_6651.npy
11183,0.0345,0.3862,0.3765,0.2028,-1.0,0.5670000000000001,0.1424,8.363999999999999,/home/users/gangus/data_06-19-19_processed/sequence_11183.npy
13572,0.1957,0.1706,0.0187,0.615,-1.0,0.1499,0.0371,1.0746,/home/users/gangus/data_06-19-19_processed/sequence_13572.npy
2112,0.2648,0.3002,0.1579,0.27699999999999997,-1.0,0.5876,0.2942,2.8876,/home/users/gangus/data_06-19-19_processed/sequence_2112.npy
8071,0.1739,0.3066,0.1409,0.3786,-1.0,0.479,0.4296,7.1732,/home/users/gangus/data_06-19-19_processed/sequence_8071.npy
6520,0.3616,0.18100000000000002,0.1186,0.3388,-1.0,0.2894,0.7298,9.2724,/home/users/gangus/data_06-19-19_processed/sequence_6520.npy
3488,0.3109,0.3007,0.3092,0.0793,-1.0,0.1809,0.256,2.9377,/home/users/gangus/data_06-19-19_processed/sequence_3488.npy
6154,0.4285,0.2831,0.1653,0.1231,-1.0,0.741,0.1982,6.5285,/home/users/gangus/data_06-19-19_processed/sequence_6154.npy
10482,0.2072,0.1594,0.2492,0.3843,-1.0,0.5909,0.2246,1.6089,/home/users/gangus/data_06-19-19_processed/sequence_10482.npy
13770,0.1541,0.2625,0.2128,0.3706,-1.0,0.8112,0.7471,7.7998,/home/users/gangus/data_06-19-19_processed/sequence_13770.npy
9707,0.3284,0.1607,0.3956,0.1153,-1.0,0.6134,0.154,6.131,/home/users/gangus/data_06-19-19_processed/sequence_9707.npy
12580,0.2303,0.2472,0.359,0.1635,-1.0,0.7871,0.8867,3.0026,/home/users/gangus/data_06-19-19_processed/sequence_12580.npy
4710,0.2042,0.2308,0.3374,0.2276,-1.0,0.3245,0.5254,2.7662,/home/users/gangus/data_06-19-19_processed/sequence_4710.npy
677,0.2415,0.297,0.2799,0.1816,-1.0,0.3047,0.9358,1.6764,/home/users/gangus/data_06-19-19_processed/sequence_677.npy
